Step,DeltaQ
1,0.023333333333333334
2,0.02538246666666667
3,0.026307296283368007
4,0.025993184010973627
5,0.04000316667676257
6,0.029362421015581827
7,0.025580708404758373
8,0.019721674411186572
9,0.0196822310623642
10,0.03254480328082256
11,0.0333957052282469
12,0.03159714513696568
13,0.03921187056020123
14,0.01385465163822619
15,0.03385967187092237
16,0.017965168525123615
17,0.003226900419211337
18,0.046997949210715685
19,0.0134135439147412
20,0.04155446442732558
21,0.035066349118295315
22,0.037933534106122185
23,0.020573721015472946
24,0.010034167035049335
25,0.04246370143903213
26,0.03397451627603955
27,0.028770230257021023
28,0.023236768092068927
29,0.009804859559731205
30,0.03486185651892623
31,0.016508417476741755
32,0.019452998943663646
33,0.041004776894302736
34,0.041084989575656074
35,0.0487001928265825
36,0.008404322288212085
37,0.010709773602349287
38,0.021667400601438066
39,0.020342128828885867
40,0.044645855060431845
41,0.0430686384356424
42,0.02452367206077559
43,0.04758179047639401
44,0.026104722749682147
45,0.04913921793906775
46,0.0399908017516411
47,0.012393806936130791
48,0.010037142455622317
49,0.014954828364250519
50,0.045756511747369874
51,0.007637191420824363
52,0.02115321765856723
53,0.04498241991545314
54,0.021435087312008855
55,0.019583481822552457
56,0.034297823122961674
57,0.030942810824478306
58,0.018709452246440605
59,0.02147335564339592
60,0.04091391049779858
61,0.017508918726961364
62,0.03308697808541993
63,0.0418535057524512
64,0.024742365317524967
65,0.018610274518464254
66,0.018409659270258533
67,0.01682102104733868
68,0.0030954861302281977
69,0.03535915790974553
70,0.020666110564219742
71,0.03290832202731126
72,0.03947684946842203
73,0.039285597332697875
74,0.017453251713053175
75,0.023156414275609827
76,0.0200422265845846
77,0.02269286645558677
78,0.02245297112457656
79,0.022215996729392118
80,0.061122995406554345
81,0.004740421297888542
82,0.026635421726747238
83,0.03433025985382093
84,0.02159457417777444
85,0.01608815114659251
86,0.01231330147350268
87,0.019642797343256337
88,0.022238984366154096
89,0.048777759712547074
90,0.02147494593500887
91,0.010830632207815827
92,0.027714410040407256
93,0.016577477248736427
94,0.04740954655012561
95,0.02665381116049015
96,0.0200638832674321
97,0.04794356260655405
98,0.0022879541660471014
99,0.018010955931569036
100,0.051376147716549
101,0.017950441533097272
102,0.044356054700888624
103,0.011350681961782627
104,0.015497449316763695
105,0.007220230361013227
106,0.001236897689705918
107,0.019468476289700935
108,0.04238152908500964
109,0.005948917062728432
110,0.03364054700459994
111,0.005004791925230845
112,0.028503947817488773
113,0.015607542413773379
114,0.006541166016626743
115,0.023117341078266518
116,0.012246453658324552
117,0.037633852955988395
118,0.02142419023597053
119,0.010855030918960062
120,0.007444877377619397
121,0.018998544158609798
122,0.017808911821420803
123,0.015022810024677313
124,0.01226956118298922
125,0.012699335670531386
126,0.04919151782020811
127,0.015491247674983055
128,0.022040507706213686
129,0.002408530861306435
130,0.04254137430342769
131,0.014454323006859449
132,0.01182812488471846
133,0.013992548443829134
134,0.052307454844463336
135,0.014364819089623282
136,0.001761156561788324
137,0.017756879067787112
138,0.021617100474934592
139,0.0009543227266272103
140,0.044086209884477354
141,0.015571642545535391
142,0.00917749649944144
143,0.032725603304637085
144,0.0012325028939259575
145,0.02511719331692519
146,0.013606168352996773
147,0.0006830293803833376
148,0.026394550870076416
