Step,Value
1,100.0
2,100.0
3,100.0
4,100.0
5,95.0
6,100.0
7,95.0
8,100.0
9,100.0
10,100.0
11,100.0
12,100.0
13,95.0
14,100.0
15,100.0
16,100.0
17,100.0
18,95.0
19,85.0
20,100.0
21,100.0
22,100.0
23,95.0
24,85.0
25,100.0
26,100.0
27,100.0
28,100.0
29,95.0
30,100.0
31,100.0
32,95.0
33,100.0
34,95.0
35,100.0
36,100.0
